source_row,date,home_team_raw,away_team_raw,home_goals_raw,away_goals_raw,round_raw,group,home_team,away_team,home_goals,away_goals,has_score_annotation,season_start,round,phase,result,home_win,goal_difference,source,home_elo_pre,away_elo_pre,elo_diff_pre,elo_expected_home_score,home_alltime_Rank,home_alltime_Matches,home_alltime_win_rate,home_alltime_points_per_match,home_alltime_Goals_per_match,home_alltime_Goals_conceded_per_match,home_alltime_goal_difference_per_match,home_alltime_alltime_elo_proxy,away_alltime_Rank,away_alltime_Matches,away_alltime_win_rate,away_alltime_points_per_match,away_alltime_Goals_per_match,away_alltime_Goals_conceded_per_match,away_alltime_goal_difference_per_match,away_alltime_alltime_elo_proxy,alltime_elo_proxy_diff,alltime_win_rate_diff,alltime_ppm_diff,alltime_goals_per_match_diff,alltime_conceded_per_match_diff
180,2006-11-22,Valencia,Olympiacos,2,0,round : 5,D,Valencia CF,Olympiakos Piraeus,2,0,False,2006,5,Group,H,1,2,detailed_2005_2021,1526.736,1448.421,78.315,0.611,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,103.90000000000009,0.11251105216622459,0.45114942528735646,0.3286914235190097,-0.6211317418213971
189,2007-02-20,Celtic,Milan,0,0,round : 18,,Celtic FC,AC Milan,0,0,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1509.836,1535.454,-25.618,0.463,20,156,0.391025641025641,1.3525641025641026,1.3846153846153846,1.4230769230769231,-0.038461538461538464,1488.2,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,-83.5,-0.0882196419932269,-0.34554910498306723,-0.24179970972423814,0.4419448476052251
190,2007-02-20,Lille OSC,Manchester United,0,1,round : 18,,Lille OSC,Manchester United,0,1,False,2006,18,Knockout,A,0,-1,detailed_2005_2021,1497.792,1506.587,-8.795,0.487,82,46,0.1956521739130435,0.9130434782608695,0.8260869565217391,1.2391304347826086,-0.41304347826086957,1430.7,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-168.5999999999999,-0.3337595907928389,-0.9139461411162931,-0.987061832405597,0.20106815104558473
191,2007-02-20,PSV Eindhoven,Arsenal,1,0,round : 18,,PSV Eindhoven,Arsenal FC,1,0,False,2006,18,Knockout,H,1,1,detailed_2005_2021,1503.32,1568.389,-65.069,0.407,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,-75.10000000000014,-0.13289993172440412,-0.3705880606762251,-0.39905601567370197,0.1627333986404249
192,2007-02-20,Real Madrid,Bayern München,3,2,round : 18,,Real Madrid,Bayern Munich,3,2,False,2006,18,Knockout,H,1,1,detailed_2005_2021,1532.505,1541.669,-9.164,0.487,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-6.0,0.003404607356497391,-0.015919986423995613,0.108321666454541,0.11212931144202654
193,2007-02-21,Barcelona,Liverpool,1,2,round : 18,,FC Barcelona,Liverpool FC,1,2,False,2006,18,Knockout,A,0,-1,detailed_2005_2021,1572.454,1542.152,30.302,0.543,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,22.799999999999955,0.018258319520591648,0.07188575800076502,0.08816779293637667,0.08311870457733017
194,2007-02-21,FC Porto,Chelsea,1,1,round : 18,,FC Porto,Chelsea FC,1,1,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1505.657,1528.741,-23.084,0.467,8,265,0.4528301886792453,1.5773584905660378,1.4792452830188678,1.1547169811320754,0.32452830188679244,1540.4,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-53.09999999999991,-0.05986016665070393,-0.224671966286754,-0.23141461545828945,0.22070682884781145
195,2007-02-21,Inter,Valencia,2,2,round : 18,,Inter Milan,Valencia CF,2,2,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1541.488,1534.519,6.968,0.51,12,203,0.47783251231527096,1.6945812807881773,1.4088669950738917,1.0295566502463054,0.3793103448275862,1569.5,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,33.59999999999991,0.0640394088669951,0.16009852216748754,-0.04802955665024622,-0.04802955665024644
196,2007-02-21,Roma,Olympique Lyonnais,0,0,round : 18,,AS Roma,Olympique Lyon,0,0,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1496.188,1573.915,-77.727,0.39,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,21,136,0.4264705882352941,1.5441176470588236,1.588235294117647,1.2279411764705883,0.3602941176470588,1535.8,-38.5,-0.05032379924446839,-0.1771451699946034,-0.22126281705342676,0.23077441985968683
197,2007-03-06,Chelsea,FC Porto,2,1,round : 18,,Chelsea FC,FC Porto,2,1,False,2006,18,Knockout,H,1,1,detailed_2005_2021,1528.078,1506.32,21.757,0.531,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,8,265,0.4528301886792453,1.5773584905660378,1.4792452830188678,1.1547169811320754,0.32452830188679244,1540.4,53.09999999999991,0.05986016665070393,0.224671966286754,0.23141461545828945,-0.22070682884781145
198,2007-03-06,Liverpool,Barcelona,0,1,round : 18,,Liverpool FC,FC Barcelona,0,1,False,2006,18,Knockout,A,0,-1,detailed_2005_2021,1553.022,1561.584,-8.562,0.488,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,-22.799999999999955,-0.018258319520591648,-0.07188575800076502,-0.08816779293637667,-0.08311870457733017
199,2007-03-06,Olympique Lyonnais,Roma,0,2,round : 18,,Olympique Lyon,AS Roma,0,2,False,2006,18,Knockout,A,0,-2,detailed_2005_2021,1571.715,1498.388,73.326,0.604,21,136,0.4264705882352941,1.5441176470588236,1.588235294117647,1.2279411764705883,0.3602941176470588,1535.8,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,38.5,0.05032379924446839,0.1771451699946034,0.22126281705342676,-0.23077441985968683
200,2007-03-06,Valencia,Inter,0,0,round : 18,,Valencia CF,Inter Milan,0,0,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1534.72,1541.287,-6.567,0.491,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,12,203,0.47783251231527096,1.6945812807881773,1.4088669950738917,1.0295566502463054,0.3793103448275862,1569.5,-33.59999999999991,-0.0640394088669951,-0.16009852216748754,0.04802955665024622,0.04802955665024644
201,2007-03-07,Arsenal,PSV Eindhoven,1,1,round : 18,,Arsenal FC,PSV Eindhoven,1,1,False,2006,18,Knockout,D,0,0,detailed_2005_2021,1556.538,1515.171,41.367,0.559,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,75.10000000000014,0.13289993172440412,0.3705880606762251,0.39905601567370197,-0.1627333986404249
202,2007-03-07,Bayern München,Real Madrid,2,1,round : 18,,Bayern Munich,Real Madrid,2,1,False,2006,18,Knockout,H,1,1,detailed_2005_2021,1531.405,1542.768,-11.363,0.484,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,6.0,-0.003404607356497391,0.015919986423995613,-0.108321666454541,-0.11212931144202654
203,2007-03-07,Manchester United,Lille OSC,1,0,round : 18,,Manchester United,Lille OSC,1,0,False,2006,18,Knockout,H,1,1,detailed_2005_2021,1516.334,1488.046,28.288,0.541,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,82,46,0.1956521739130435,0.9130434782608695,0.8260869565217391,1.2391304347826086,-0.41304347826086957,1430.7,168.5999999999999,0.3337595907928389,0.9139461411162931,0.987061832405597,-0.20106815104558473
204,2007-03-07,Milan,Celtic,0(1),0(0),round : 18,,AC Milan,Celtic FC,0,0,True,2006,18,Knockout,D,0,0,detailed_2005_2021,1534.718,1510.572,24.146,0.535,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,20,156,0.391025641025641,1.3525641025641026,1.3846153846153846,1.4230769230769231,-0.038461538461538464,1488.2,83.5,0.0882196419932269,0.34554910498306723,0.24179970972423814,-0.4419448476052251
205,2007-04-03,Milan,Bayern München,2,2,round : quarterfinals,,AC Milan,Bayern Munich,2,2,False,2006,quarterfinals,Knockout,D,0,0,detailed_2005_2021,1534.024,1541.732,-7.708,0.489,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,-64.29999999999995,-0.1161155417234001,-0.28900019451468584,-0.4792550087531613,-0.024022563703559485
206,2007-04-03,PSV Eindhoven,Liverpool,0,3,round : quarterfinals,,PSV Eindhoven,Liverpool FC,0,3,False,2006,quarterfinals,Knockout,A,0,-3,detailed_2005_2021,1516.356,1543.268,-26.912,0.461,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,-127.90000000000009,-0.2173404525807272,-0.609255021612001,-0.6456903127383675,0.349071955250445
207,2007-04-04,Chelsea,Valencia,1,1,round : quarterfinals,,Chelsea FC,Valencia CF,1,1,False,2006,quarterfinals,Knockout,D,0,0,detailed_2005_2021,1537.452,1534.909,2.544,0.504,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,57.59999999999991,0.09889725188167336,0.2675476982321021,0.25376334675301937,-0.14357605461228784
208,2007-04-04,Roma,Manchester United,2,1,round : quarterfinals,,AS Roma,Manchester United,2,1,False,2006,quarterfinals,Knockout,H,1,1,detailed_2005_2021,1510.468,1525.522,-15.053,0.478,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-102.0,-0.15326497571505665,-0.46001714231294244,-0.4461763118631159,0.4206533125932512
209,2007-04-10,Manchester United,Roma,7,1,round : quarterfinals,,Manchester United,AS Roma,7,1,False,2006,quarterfinals,Knockout,H,1,6,detailed_2005_2021,1515.089,1520.901,-5.813,0.492,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,102.0,0.15326497571505665,0.46001714231294244,0.4461763118631159,-0.4206533125932512
210,2007-04-10,Valencia,Chelsea,1,2,round : quarterfinals,,Valencia CF,Chelsea FC,1,2,False,2006,quarterfinals,Knockout,A,0,-1,detailed_2005_2021,1534.982,1537.379,-2.397,0.497,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,-57.59999999999991,-0.09889725188167336,-0.2675476982321021,-0.25376334675301937,0.14357605461228784
211,2007-04-11,Bayern München,Milan,0,2,round : quarterfinals,,Bayern Munich,AC Milan,0,2,False,2006,quarterfinals,Knockout,A,0,-2,detailed_2005_2021,1541.51,1534.246,7.265,0.51,2,388,0.595360824742268,1.9871134020618557,2.105670103092784,1.0051546391752575,1.1005154639175259,1636.0,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,64.29999999999995,0.1161155417234001,0.28900019451468584,0.4792550087531613,0.024022563703559485
212,2007-04-11,Liverpool,PSV Eindhoven,1,0,round : quarterfinals,,Liverpool FC,PSV Eindhoven,1,0,False,2006,quarterfinals,Knockout,H,1,1,detailed_2005_2021,1552.495,1507.129,45.366,0.565,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,127.90000000000009,0.2173404525807272,0.609255021612001,0.6456903127383675,-0.349071955250445
213,2007-04-24,Manchester United,Milan,3,2,round : semifinals,,Manchester United,AC Milan,3,2,False,2006,semifinals,Knockout,H,1,1,detailed_2005_2021,1525.256,1544.455,-19.199,0.472,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,27.59999999999991,0.05016648168701443,0.12887641182999277,0.18673369458771338,0.05693020826532591
214,2007-04-25,Chelsea,Liverpool,1,0,round : semifinals,,Chelsea FC,Liverpool FC,1,0,False,2006,semifinals,Knockout,H,1,1,detailed_2005_2021,1547.31,1561.197,-13.887,0.48,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,-12.5,-0.04383138380048557,-0.07623041271242559,-0.18064444934892965,-0.026859412933127214
215,2007-05-01,Liverpool,Chelsea,1(0) (4),0(0) (1),round : semifinals,,Liverpool FC,Chelsea FC,1,0,True,2006,semifinals,Knockout,H,1,1,detailed_2005_2021,1550.797,1557.71,-6.912,0.49,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,12.5,0.04383138380048557,0.07623041271242559,0.18064444934892965,0.026859412933127214
216,2007-05-02,Milan,Manchester United,3,0,round : semifinals,,AC Milan,Manchester United,3,0,False,2006,semifinals,Knockout,H,1,3,detailed_2005_2021,1533.903,1535.808,-1.905,0.497,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-27.59999999999991,-0.05016648168701443,-0.12887641182999277,-0.18673369458771338,-0.05693020826532591
217,2007-05-23,Milan,Liverpool,2,1,round : final,,AC Milan,Liverpool FC,2,1,False,2006,final,Knockout,H,1,1,detailed_2005_2021,1543.958,1560.996,-17.039,0.475,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,-34.299999999999955,-0.07727645611156686,-0.18014766201804755,-0.2648892534864642,0.02026251025430681
218,2007-09-18,FC Porto,Liverpool,1,1,round : 1,A,FC Porto,Liverpool FC,1,1,False,2007,1,Group,D,0,0,detailed_2005_2021,1496.946,1550.506,-53.56,0.424,8,265,0.4528301886792453,1.5773584905660378,1.4792452830188678,1.1547169811320754,0.32452830188679244,1540.4,7,230,0.5565217391304348,1.8782608695652174,1.891304347826087,0.9608695652173912,0.9304347826086956,1606.0,-65.59999999999991,-0.1036915504511895,-0.3009023789991796,-0.4120590648072191,0.19384741591468424
219,2007-09-18,Olympique de Marseille,Beşiktaş,2,0,round : 1,A,Olympique Marseille,Beşiktaş,2,0,False,2007,1,Group,H,1,2,detailed_2005_2021,1500.0,1500.0,0.0,0.5,29,110,0.39090909090909093,1.3363636363636364,1.4636363636363636,1.2727272727272727,0.19090909090909092,1484.0,65,70,0.24285714285714285,0.9142857142857143,0.9,2.0,-1.1,1409.2,74.79999999999995,0.14805194805194807,0.42207792207792216,0.5636363636363636,-0.7272727272727273
220,2007-09-18,Chelsea,Rosenborg BK,1,1,round : 1,B,Chelsea FC,Rosenborg BK,1,1,False,2007,1,Group,D,0,0,detailed_2005_2021,1547.511,1480.064,67.447,0.596,10,197,0.5126903553299492,1.8020304568527918,1.7106598984771573,0.934010152284264,0.7766497461928934,1593.5,50,90,0.23333333333333334,0.9333333333333333,1.2333333333333334,1.9333333333333331,-0.7,1412.9,180.5999999999999,0.2793570219966159,0.8686971235194585,0.4773265651438239,-0.9993231810490691
221,2007-09-18,FC Schalke 04,Valencia,0,1,round : 1,B,FC Schalke 04,Valencia CF,0,1,False,2007,1,Group,A,0,-1,detailed_2005_2021,1511.389,1525.051,-13.662,0.48,40,73,0.3972602739726027,1.4246575342465753,1.4383561643835616,1.5205479452054795,-0.0821917808219178,1507.5,23,116,0.41379310344827586,1.5344827586206897,1.456896551724138,1.0775862068965518,0.3793103448275862,1535.9,-28.40000000000009,-0.01653282947567314,-0.10982522437411446,-0.01854038734057628,0.4429617383089277
222,2007-09-18,Olympiacos,Lazio,1,1,round : 1,C,Olympiakos Piraeus,Lazio Roma,1,1,False,2007,1,Group,D,0,0,detailed_2005_2021,1440.638,1500.0,-59.362,0.415,25,156,0.30128205128205127,1.0833333333333333,1.1282051282051282,1.698717948717949,-0.5705128205128205,1432.0,48,60,0.38333333333333336,1.4166666666666667,1.4666666666666666,1.3166666666666669,0.15,1508.7,-76.70000000000005,-0.08205128205128209,-0.3333333333333335,-0.33846153846153837,0.382051282051282
223,2007-09-18,Real Madrid,Werder Bremen,2,1,round : 1,C,Real Madrid,Werder Bremen,2,1,False,2007,1,Group,H,1,1,detailed_2005_2021,1532.441,1508.83,23.611,0.534,1,486,0.5987654320987654,1.97119341563786,2.213991769547325,1.117283950617284,1.0967078189300412,1630.0,51,60,0.38333333333333336,1.3833333333333333,1.6,1.65,-0.05,1500.0,130.0,0.21543209876543207,0.5878600823045268,0.6139917695473249,-0.5327160493827159
224,2007-09-18,Milan,SL Benfica,2,1,round : 1,D,AC Milan,SL Benfica,2,1,False,2007,1,Group,H,1,1,detailed_2005_2021,1554.448,1504.418,50.03,0.572,6,265,0.47924528301886793,1.6981132075471699,1.6264150943396227,0.981132075471698,0.6452830188679245,1571.7,9,266,0.43609022556390975,1.537593984962406,1.6466165413533835,1.218045112781955,0.42857142857142855,1532.9,38.799999999999955,0.04315505745495818,0.1605192225847638,-0.02020144701376081,-0.23691303731025692
225,2007-09-18,Shakhtar Donetsk,Celtic,2,0,round : 1,D,Shakhtar Donetsk,Celtic FC,2,0,False,2007,1,Group,H,1,2,detailed_2005_2021,1491.958,1511.266,-19.308,0.472,31,118,0.3305084745762712,1.2118644067796611,1.3644067796610169,1.7627118644067796,-0.3983050847457627,1464.6,20,156,0.391025641025641,1.3525641025641026,1.3846153846153846,1.4230769230769231,-0.038461538461538464,1488.2,-23.600000000000136,-0.06051716644936983,-0.14069969578444153,-0.020208604954367715,0.3396349413298565
226,2007-09-19,Barcelona,Olympique Lyonnais,3,0,round : 1,E,FC Barcelona,Olympique Lyon,3,0,False,2007,1,Group,H,1,3,detailed_2005_2021,1571.338,1559.635,11.703,0.517,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,21,136,0.4264705882352941,1.5441176470588236,1.588235294117647,1.2279411764705883,0.3602941176470588,1535.8,93.0,0.14830947041573234,0.40602898050715885,0.3912368466448166,-0.18395290667586695
227,2007-09-19,Rangers,VfB Stuttgart,2,1,round : 1,E,Rangers FC,VfB Stuttgart,2,1,False,2007,1,Group,H,1,1,detailed_2005_2021,1500.028,1500.0,0.028,0.5,26,131,0.3282442748091603,1.2213740458015268,1.3206106870229009,1.6564885496183206,-0.33587786259541985,1467.7,96,27,0.2962962962962963,1.1481481481481481,1.2222222222222223,1.5555555555555556,-0.3333333333333333,1470.4,-2.7000000000000455,0.03194797851286402,0.07322589765337861,0.09838846480067853,0.10093299406276501
228,2007-09-19,Roma,Dynamo Kyiv,2,0,round : 1,F,AS Roma,Dinamo Kiev,2,0,False,2007,1,Group,H,1,2,detailed_2005_2021,1510.734,1465.79,44.944,0.564,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,18,186,0.34946236559139787,1.2688172043010753,1.2311827956989247,1.3494623655913978,-0.11827956989247312,1474.7,22.59999999999991,0.026684423399427837,0.09815527276314495,0.13578968136529546,0.10925323073887738
229,2007-09-19,Sporting CP,Manchester United,0,1,round : 1,F,Sporting CP,Manchester United,0,1,False,2007,1,Group,A,0,-1,detailed_2005_2021,1493.257,1525.753,-32.496,0.453,44,92,0.30434782608695654,1.076086956521739,1.358695652173913,1.7934782608695652,-0.43478260869565216,1434.1,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,-165.20000000000005,-0.22506393861892582,-0.7509026628554236,-0.454453136753423,0.7554159771325413
230,2007-09-19,Fenerbahçe,Inter,1,0,round : 1,G,Fenerbahçe,Inter Milan,1,0,False,2007,1,Group,H,1,1,detailed_2005_2021,1480.271,1541.098,-60.827,0.413,61,73,0.273972602739726,0.958904109589041,1.0136986301369864,1.9452054794520548,-0.9315068493150684,1412.3,12,203,0.47783251231527096,1.6945812807881773,1.4088669950738917,1.0295566502463054,0.3793103448275862,1569.5,-157.20000000000005,-0.20385990957554495,-0.7356771711991362,-0.3951683649369053,0.9156488292057494
231,2007-09-19,PSV Eindhoven,CSKA Moscow,2,1,round : 1,G,PSV Eindhoven,CSKA Moskva,2,1,False,2007,1,Group,H,1,1,detailed_2005_2021,1498.428,1511.504,-13.076,0.481,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,47,86,0.26744186046511625,1.0348837209302326,1.1395348837209305,1.6395348837209305,-0.5,1433.7,44.399999999999864,0.07173942608459133,0.23412212702298385,0.10607915136678892,-0.3295933632530943
232,2007-09-19,Arsenal,Sevilla,3,0,round : 1,H,Arsenal FC,Sevilla FC,3,0,False,2007,1,Group,H,1,3,detailed_2005_2021,1555.353,1500.0,55.353,0.579,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,42,72,0.375,1.4027777777777777,1.4583333333333333,1.4861111111111112,-0.027777777777777776,1507.6,45.600000000000136,0.0970812182741117,0.23681613085166386,0.1863367174280881,-0.3389029892836999
233,2007-09-19,Slavia Praha,FCSB,2,1,round : 1,H,Slavia Praha,FCSB,2,1,False,2007,1,Group,H,1,1,detailed_2005_2021,1500.0,1481.895,18.105,0.526,205,12,0.08333333333333333,0.5833333333333334,0.75,2.1666666666666665,-1.4166666666666667,1434.1,45,87,0.28735632183908044,1.1149425287356323,1.1954022988505748,1.471264367816092,-0.27586206896551724,1451.0,-16.90000000000009,-0.20402298850574713,-0.5316091954022989,-0.4454022988505748,0.6954022988505746
242,2007-10-02,Olympique Lyonnais,Rangers,0,3,round : 2,E,Olympique Lyon,Rangers FC,0,3,False,2007,2,Group,A,0,-3,detailed_2005_2021,1549.972,1510.027,39.945,0.557,21,136,0.4264705882352941,1.5441176470588236,1.588235294117647,1.2279411764705883,0.3602941176470588,1535.8,26,131,0.3282442748091603,1.2213740458015268,1.3206106870229009,1.6564885496183206,-0.33587786259541985,1467.7,68.09999999999991,0.0982263134261338,0.32274360125729684,0.2676246070947461,-0.4285473731477323
243,2007-10-02,VfB Stuttgart,Barcelona,0,2,round : 2,E,VfB Stuttgart,FC Barcelona,0,2,False,2007,2,Group,A,0,-2,detailed_2005_2021,1490.001,1581.001,-91.0,0.372,96,27,0.2962962962962963,1.1481481481481481,1.2222222222222223,1.5555555555555556,-0.3333333333333333,1470.4,3,341,0.5747800586510264,1.9501466275659824,1.9794721407624636,1.0439882697947214,0.9354838709677419,1628.8,-158.39999999999986,-0.27848376235473016,-0.8019984794178343,-0.7572499185402413,0.5115672857608342
244,2007-10-02,Dynamo Kyiv,Sporting CP,1,2,round : 2,F,Dinamo Kiev,Sporting CP,1,2,False,2007,2,Group,A,0,-1,detailed_2005_2021,1457.076,1484.19,-27.113,0.461,18,186,0.34946236559139787,1.2688172043010753,1.2311827956989247,1.3494623655913978,-0.11827956989247312,1474.7,44,92,0.30434782608695654,1.076086956521739,1.358695652173913,1.7934782608695652,-0.43478260869565216,1434.1,40.600000000000136,0.04511453950444133,0.19273024777933623,-0.12751285647498833,-0.4440158952781674
245,2007-10-02,Manchester United,Roma,1,0,round : 2,F,Manchester United,AS Roma,1,0,False,2007,2,Group,H,1,1,detailed_2005_2021,1534.82,1519.447,15.373,0.522,4,289,0.5294117647058824,1.8269896193771626,1.813148788927336,1.038062283737024,0.7750865051903114,1599.3,28,109,0.3761467889908257,1.3669724770642202,1.3669724770642202,1.4587155963302751,-0.09174311926605505,1497.3,102.0,0.15326497571505665,0.46001714231294244,0.4461763118631159,-0.4206533125932512
246,2007-10-02,CSKA Moscow,Fenerbahçe,2,2,round : 2,G,CSKA Moskva,Fenerbahçe,2,2,False,2007,2,Group,D,0,0,detailed_2005_2021,1501.127,1492.004,9.124,0.513,47,86,0.26744186046511625,1.0348837209302326,1.1395348837209305,1.6395348837209305,-0.5,1433.7,61,73,0.273972602739726,0.958904109589041,1.0136986301369864,1.9452054794520548,-0.9315068493150684,1412.3,21.40000000000009,-0.006530742274609758,0.07597961134119158,0.12583625358394412,-0.3056705957311243
247,2007-10-02,Inter,PSV Eindhoven,2,0,round : 2,G,Inter Milan,PSV Eindhoven,2,0,False,2007,2,Group,H,1,2,detailed_2005_2021,1529.365,1508.804,20.561,0.53,12,203,0.47783251231527096,1.6945812807881773,1.4088669950738917,1.0295566502463054,0.3793103448275862,1569.5,19,171,0.3391812865497076,1.2690058479532165,1.2456140350877194,1.3099415204678362,-0.06432748538011696,1478.1,91.40000000000009,0.13865122576556338,0.4255754328349608,0.16325295998617229,-0.2803848702215308
248,2007-10-02,FCSB,Arsenal,0,1,round : 2,H,FCSB,Arsenal FC,0,1,False,2007,2,Group,A,0,-1,detailed_2005_2021,1472.415,1563.773,-91.358,0.371,45,87,0.28735632183908044,1.1149425287356323,1.1954022988505748,1.471264367816092,-0.27586206896551724,1451.0,13,197,0.4720812182741117,1.6395939086294415,1.6446700507614214,1.1472081218274113,0.49746192893401014,1553.2,-102.20000000000005,-0.18472489643503126,-0.5246513798938093,-0.44926775191084656,0.32405624598868066
249,2007-10-02,Sevilla,Slavia Praha,4,2,round : 2,H,Sevilla FC,Slavia Praha,4,2,False,2007,2,Group,H,1,2,detailed_2005_2021,1491.58,1509.479,-17.9,0.474,42,72,0.375,1.4027777777777777,1.4583333333333333,1.4861111111111112,-0.027777777777777776,1507.6,205,12,0.08333333333333333,0.5833333333333334,0.75,2.1666666666666665,-1.4166666666666667,1434.1,73.5,0.2916666666666667,0.8194444444444443,0.7083333333333333,-0.6805555555555554
